variant,GENE,outcome,current_symbol,n_cells_expressed,pct_cells_expressed,total_expression,collides_with_existing_row
all_genes,STRA13,unresolvable (former symbol maps to several genes),,50873,95.06661932614506,19524655.48350986,False
all_genes,SELT,not an HGNC former symbol,,41044,76.69911984003886,6022521.304375616,False
all_genes,SELK,not an HGNC former symbol,,41075,76.75704968886065,5922958.127818707,False
all_genes,SEP15,not an HGNC former symbol,,41196,76.98316296974566,5693440.599751,False
all_genes,RP11-345J4.5,not an HGNC former symbol,,36443,68.10120905200606,4924564.944377437,False
all_genes,SELM,not an HGNC former symbol,,27594,51.565040270588455,4591167.437515904,False
all_genes,RP11-14N7.2,not an HGNC former symbol,,30623,57.22534711191673,4504788.063540663,False
all_genes,MATR3,not an HGNC former symbol,,33323,62.27085007381385,3982889.7261225553,False
all_genes,AC010642.1,not an HGNC former symbol,,29520,55.16416571674173,3185177.1491517257,False
all_genes,POLR2J3,not an HGNC former symbol,,28230,52.75353652383533,2818842.1073683086,False
all_genes,RP11-783K16.5,not an HGNC former symbol,,23080,43.12970680021677,2233815.113537676,False
all_genes,QARS,unresolvable (former symbol maps to several genes),,24086,45.009623829723616,2026760.527470041,False
all_genes,LINC00969,"renamed, current symbol also absent",MIR570HG,23622,44.1425448021976,1985457.6075650344,False
all_genes,RP11-620J15.3,not an HGNC former symbol,,18073,33.77310186309869,1884291.5401986395,False
all_genes,RP11-1094M14.11,not an HGNC former symbol,,21799,40.7358959505167,1866020.1678284255,False
all_genes,C21orf33,"renamed, current symbol also absent",GATD3,20149,37.65253302935736,1595402.8199341968,False
all_genes,RP11-532F12.5,not an HGNC former symbol,,16313,30.484181413862053,1514668.4145854893,False
all_genes,RP11-554I8.2,not an HGNC former symbol,,14335,26.787883318072243,1484750.3427161467,False
all_genes,MUM1,unresolvable (former symbol maps to several genes),,18625,34.80462691308654,1404618.7016634443,False
all_genes,CYB561D2,not an HGNC former symbol,,15646,29.237755311793396,1104117.0229397572,False
all_genes,RP11-395G23.3,not an HGNC former symbol,,12261,22.912189561414984,1064593.2023420343,False
all_genes,PINX1,not an HGNC former symbol,,15007,28.043652944144416,1040617.7172321426,False
all_genes,C3orf17,"renamed, current symbol also absent",RMP64,15061,28.144563003382356,986739.8274241368,False
all_genes,RP11-452F19.3,not an HGNC former symbol,,13505,25.23685833348906,952893.771118268,False
all_genes,AP006222.2,not an HGNC former symbol,,13911,25.99555248257433,910609.7595515768,False
all_genes,AL592183.1,not an HGNC former symbol,,11510,21.508792256087304,853574.9700938384,False
all_genes,METTL13,not an HGNC former symbol,,12776,23.87457253377684,848465.4724662846,False
all_genes,AL589743.1,not an HGNC former symbol,,10547,19.70922953301067,769068.1582669556,False
all_genes,RP13-463N16.6,not an HGNC former symbol,,8602,16.07459869564405,763294.3473418315,False
all_genes,TOPORS-AS1,"renamed, current symbol also absent",TZMP1,11450,21.39666996804515,742940.9893286172,False
all_genes,RP11-490M8.1,not an HGNC former symbol,,9647,18.0273952123783,700043.797386589,False
all_genes,RP3-460G2.2,not an HGNC former symbol,,8443,15.77747463233233,686343.321602188,False
all_genes,AC006262.5,not an HGNC former symbol,,5514,10.30403827107432,677085.3135831342,False
all_genes,RP11-332H14.2,not an HGNC former symbol,,9965,18.621643339001736,654415.6377571262,False
all_genes,RP11-49I11.1,not an HGNC former symbol,,7429,13.88260796441986,614759.4159114043,False
all_genes,RP11-500C11.3,not an HGNC former symbol,,9434,17.62936108982864,607825.8284049991,False
all_genes,CTD-3184A7.4,not an HGNC former symbol,,9324,17.42380356175135,605458.8019437701,False
all_genes,AC007246.3,not an HGNC former symbol,,9533,17.8143628650982,597788.2020211744,False
all_genes,RP11-160O5.1,not an HGNC former symbol,,8603,16.076467400444752,583360.9296543308,False
all_genes,MAFG-AS1,"renamed, current symbol also absent",MILIP,8729,16.311924205333284,563672.4931074643,False
all_genes,TMSB15B,not an HGNC former symbol,,7367,13.766748266776297,551596.81304785,False
all_genes,CTD-3138B18.5,not an HGNC former symbol,,8581,16.035355894829294,542438.9903243835,False
all_genes,RP4-665J23.1,not an HGNC former symbol,,7613,14.226449647749146,527073.1756164355,False
all_genes,TBCE,not an HGNC former symbol,,8420,15.734494421916173,524660.6666538005,False
all_genes,LINC00941,not an HGNC former symbol,,7483,13.983518023657805,519387.1696678696,False
all_genes,RP11-83A24.2,not an HGNC former symbol,,8360,15.622372133874013,517351.95684652973,False
all_genes,RP11-400F19.6,not an HGNC former symbol,,8305,15.519593369835366,492615.5944967808,False
all_genes,RP11-390E23.6,not an HGNC former symbol,,7663,14.319884887784276,472730.56069514825,False
all_genes,RP11-669N7.2,not an HGNC former symbol,,2943,5.499598228467849,470081.88698958093,False
all_genes,RP5-1172A22.1,not an HGNC former symbol,,3866,7.22441275951638,464092.320491805,False
all_genes,HNRNPU-AS1,rescued,HNRNPU,6625,12.380169304654943,441833.4900213657,True
all_genes,AC091729.9,not an HGNC former symbol,,7040,13.155681796946537,427344.42420576455,False
all_genes,RP11-392P7.6,not an HGNC former symbol,,6914,12.920224992058005,420850.0224703316,False
all_genes,CTD-2090I13.1,not an HGNC former symbol,,3931,7.345878571562051,420121.2835863194,False
all_genes,AC098973.2,not an HGNC former symbol,,5274,9.855549118905689,419380.9661837495,False
all_genes,RP11-132A1.4,not an HGNC former symbol,,6334,11.836376207650478,418547.0878141392,False
all_genes,RGS5,not an HGNC former symbol,,2031,3.795339450227048,415808.63457728934,False
all_genes,KB-1732A1.1,not an HGNC former symbol,,5925,11.0720759441631,409322.4589233657,False
all_genes,RP11-680A11.5,not an HGNC former symbol,,6403,11.96531683889896,403321.8249522545,False
all_genes,CTA-293F17.1,not an HGNC former symbol,,6130,11.45516042830714,384201.64437358966,False
all_genes,SPATA13,not an HGNC former symbol,,5873,10.974903294526564,378108.610984685,False
all_genes,RP5-1159O4.1,not an HGNC former symbol,,5541,10.354493300693289,371613.8484016721,False
all_genes,RP11-379H18.1,not an HGNC former symbol,,6125,11.445816904303626,365434.0677880521,False
all_genes,SELO,not an HGNC former symbol,,6172,11.533646029936651,360752.1181547116,False
all_genes,GS1-600G8.5,not an HGNC former symbol,,1767,3.3020013828415524,359546.2972038643,False
all_genes,RP11-445F12.1,not an HGNC former symbol,,5031,9.401453852334948,350537.5924085404,False
all_genes,RP5-884M6.1,not an HGNC former symbol,,4661,8.710033076074973,329268.8334592108,False
all_genes,AC009005.2,not an HGNC former symbol,,5292,9.889185805318332,320513.88242652226,False
all_genes,RP11-44F21.5,not an HGNC former symbol,,5244,9.799487974884608,317117.7053793164,False
all_genes,RP11-539L10.3,not an HGNC former symbol,,5176,9.672416048436828,313494.28389104723,False
all_genes,SGK223,not an HGNC former symbol,,5239,9.790144450881094,308308.7217457789,False
all_genes,RP11-119B16.2,not an HGNC former symbol,,5199,9.715396258852987,304711.6729131513,False
all_genes,AC011043.1,not an HGNC former symbol,,4963,9.274381925887168,300208.41404043935,False
all_genes,RP11-262H14.3,not an HGNC former symbol,,4473,8.358716573542878,292088.7495360866,False
all_genes,C5orf56,"renamed, current symbol also absent",CARINH,4558,8.5175564816026,285327.3976615666,False
all_genes,RP11-140K17.3,not an HGNC former symbol,,4968,9.283725449890682,280878.5603628737,False
all_genes,AC002454.1,not an HGNC former symbol,,3921,7.327191523555024,280485.8829669792,False
all_genes,C10orf12,rescued,LCOR,4652,8.693214732868649,268306.50471905724,True
all_genes,AC009948.5,not an HGNC former symbol,,4507,8.422252536766766,262927.8419321015,False
all_genes,RPPH1,not an HGNC former symbol,,3817,7.132846224281949,262659.31582422694,False
all_genes,CTD-2186M15.3,not an HGNC former symbol,,4378,8.181189617476127,261076.35441933168,False
all_genes,RP3-522D1.1,not an HGNC former symbol,,4379,8.18305832227683,259984.42308522956,False
all_genes,RP11-10A14.5,not an HGNC former symbol,,2791,5.215555098761049,254361.34884380864,False
all_genes,RP11-488C13.5,not an HGNC former symbol,,4347,8.123259768654345,253887.46515817996,False
all_genes,RP11-872J21.3,not an HGNC former symbol,,4362,8.151290340664886,253319.02811009108,False
all_genes,CTD-2357A8.3,not an HGNC former symbol,,4079,7.622446882066041,252939.14684762724,False
all_genes,CCAT1,not an HGNC former symbol,,3221,6.019098163063181,252904.59700089775,False
all_genes,RP11-410L14.2,not an HGNC former symbol,,4205,7.857903686954572,252050.84618881744,False
all_genes,RP11-259N19.1,not an HGNC former symbol,,4152,7.7588623325173325,251450.439409921,False
all_genes,HIST3H2A,"renamed, current symbol also absent",H2AC25,2955,5.522022686076281,246703.00775447,False
all_genes,RP11-44N21.1,not an HGNC former symbol,,4021,7.514062003625287,240940.5931397621,False
all_genes,RP5-827C21.4,not an HGNC former symbol,,3970,7.418758058789453,231787.60986897093,False
all_genes,RP11-51J9.5,not an HGNC former symbol,,3744,6.996430773830658,223164.74440770823,False
all_genes,RP11-554J4.1,not an HGNC former symbol,,3877,7.2449685123241085,222388.0006057349,False
all_genes,RP11-10L12.4,not an HGNC former symbol,,3843,7.181432549100218,221882.72268625983,False
all_genes,RP11-563N4.1,not an HGNC former symbol,,3607,6.7404182161343975,214286.14960147333,False
all_genes,KIAA1919,"renamed, current symbol also absent",SLC60A2,3729,6.968400201820119,213592.6105038504,False
all_genes,RP11-834C11.4,not an HGNC former symbol,,3264,6.099452469493394,212901.4222350701,False
all_genes,LINC00473,not an HGNC former symbol,,2547,4.759591127389607,211721.9440546546,False
all_genes,RP11-337C18.8,not an HGNC former symbol,,3634,6.790873245753367,208438.25697610996,False
all_genes,RP11-126K1.2,not an HGNC former symbol,,3829,7.155270681890381,208183.36553279177,False
all_genes,AC007773.2,not an HGNC former symbol,,3778,7.059966737054547,207147.45165832937,False
all_genes,RP11-890B15.2,not an HGNC former symbol,,3407,6.366677255993871,205248.712265244,False
all_genes,AC108142.1,not an HGNC former symbol,,3193,5.966774428643507,199353.751277039,False
all_genes,RP5-1065J22.8,not an HGNC former symbol,,3216,6.0097546390596674,197812.19619085215,False
all_genes,RP11-462L8.1,not an HGNC former symbol,,2921,5.458486722852391,194661.6409375492,False
all_genes,AC009299.3,not an HGNC former symbol,,3482,6.506830116046568,190084.45858572092,False
all_genes,RP11-284F21.9,not an HGNC former symbol,,2874,5.370657597219367,187847.35661952407,False
all_genes,CTA-392C11.1,not an HGNC former symbol,,1455,2.718965485022331,182948.8354478348,False
all_genes,RP11-465N4.4,not an HGNC former symbol,,3094,5.781772653373946,181616.64668042673,False
all_genes,RP4-635E18.6,not an HGNC former symbol,,3312,6.189150299927121,181252.05309246996,False
all_genes,RP11-326I11.3,not an HGNC former symbol,,3142,5.871470483807673,179244.77194046418,False
all_genes,RP11-152N13.5,not an HGNC former symbol,,3330,6.222786986339768,178677.84910511307,False
all_genes,RP11-486G15.2,not an HGNC former symbol,,2818,5.26601012838002,177206.68661369715,False
all_genes,CTC-534A2.2,not an HGNC former symbol,,3163,5.910713284622428,176032.2509434389,False
all_genes,AP001258.4,not an HGNC former symbol,,3290,6.148038794311662,172152.378650722,False
all_genes,RP11-221N13.3,not an HGNC former symbol,,2843,5.312727748397585,170383.20883114115,False
all_genes,RP11-525A16.4,not an HGNC former symbol,,2497,4.666155887354475,162968.3903483737,False
all_genes,PALM2,not an HGNC former symbol,,2509,4.688580344962906,162375.1540189513,False
all_genes,RP11-629O1.2,not an HGNC former symbol,,2570,4.802571337805767,159997.99848267366,False
all_genes,AC005355.2,not an HGNC former symbol,,2537,4.740904079382579,159487.72189464024,False
all_genes,AC016831.7,not an HGNC former symbol,,2452,4.582064171322856,154089.49871773185,False
all_genes,CTAGE5,rescued,MIA2,2765,5.16696877394278,153368.92229710656,True
all_genes,AC144652.1,not an HGNC former symbol,,2507,4.684842935361501,153214.4489974696,False
all_genes,CTC-529P8.1,not an HGNC former symbol,,2150,4.017715321510661,152997.90313568886,False
all_genes,RP11-658F2.8,not an HGNC former symbol,,2752,5.142675611533646,151800.99361864367,False
all_genes,GS1-124K5.11,not an HGNC former symbol,,2614,4.8847943490366825,151479.22778023005,False
all_genes,RP11-273G15.2,not an HGNC former symbol,,2697,5.039896847495001,151201.37407175207,False
all_genes,ZNRD1-AS1,"renamed, current symbol also absent",POLR1HASP,2800,5.232373441967372,151119.34583137633,False
all_genes,U47924.27,not an HGNC former symbol,,2527,4.722217031375553,150183.1750753052,False
all_genes,RP11-127B20.3,not an HGNC former symbol,,2457,4.591407695326369,149461.9264512698,False
all_genes,RP11-53O19.1,not an HGNC former symbol,,1965,3.6720049333806735,149293.91980632453,False
all_genes,AC016700.5,not an HGNC former symbol,,2468,4.611963448134098,146998.0616588083,False
all_genes,AC004381.6,not an HGNC former symbol,,2664,4.978229589071814,146548.75568947144,False
all_genes,AC062017.1,not an HGNC former symbol,,2617,4.89040046343879,146484.43787515786,False
all_genes,RP11-175O19.4,not an HGNC former symbol,,2606,4.869844710631062,146031.2668774429,False
all_genes,RP11-395B7.4,not an HGNC former symbol,,2551,4.7670659465924174,145780.75905610548,False
all_genes,CTA-445C9.14,not an HGNC former symbol,,2686,5.019341094687272,145674.92779516405,False
all_genes,RP11-386G11.5,not an HGNC former symbol,,2497,4.666155887354475,143194.55974241075,False
all_genes,RP11-178L8.7,not an HGNC former symbol,,2485,4.643731429746043,141881.62078554463,False
all_genes,RP4-816N1.6,not an HGNC former symbol,,2514,4.697923868966419,141268.1233351066,False
all_genes,RP11-479G22.8,not an HGNC former symbol,,2428,4.537215256105993,141105.2172130332,False
all_genes,RP11-258C19.7,not an HGNC former symbol,,2511,4.6923177545643115,140767.1461347401,False
all_genes,AP000769.1,not an HGNC former symbol,,2471,4.6175695625362065,140384.34718390653,False
all_genes,ELFN2,not an HGNC former symbol,,2459,4.5951451049277745,138526.09674159234,False
all_genes,RP11-798M19.6,not an HGNC former symbol,,2364,4.417618148861024,138276.62010643742,False
all_genes,RP3-428L16.2,not an HGNC former symbol,,2054,3.838319660643208,137897.55956675348,False
all_genes,RP11-126K1.6,not an HGNC former symbol,,2253,4.2101919159830326,137041.93355912383,False
all_genes,RP11-60L3.1,not an HGNC former symbol,,2239,4.184030048773195,136530.68847056304,False
all_genes,RP11-299J3.8,not an HGNC former symbol,,2443,4.565245828116533,136401.04208884476,False
all_genes,TTTY15,not an HGNC former symbol,,2044,3.819632612636182,134035.10668628133,False
all_genes,PWAR6,not an HGNC former symbol,,2130,3.9803412254966086,132192.09718564228,False
all_genes,RP11-111M22.2,not an HGNC former symbol,,2163,4.042008483919795,131704.66528467057,False
all_genes,RP11-10C24.3,not an HGNC former symbol,,2343,4.378375348046269,130094.18985620732,False
all_genes,RP11-418J17.1,not an HGNC former symbol,,2371,4.430699082465943,130024.63050226132,False
all_genes,AC009410.1,not an HGNC former symbol,,2283,4.266253060004111,129840.02898012416,False
all_genes,AF127936.7,not an HGNC former symbol,,2222,4.15226206716125,129412.60396533697,False
all_genes,AP001462.6,not an HGNC former symbol,,2233,4.17281781996898,127714.4855200898,False
all_genes,XXbac-B135H6.15,not an HGNC former symbol,,2311,4.318576794423785,127594.31291529372,False
all_genes,RP5-1021I20.2,not an HGNC former symbol,,1225,2.2891633808607255,127547.86270833714,False
all_genes,RP11-396F22.1,not an HGNC former symbol,,2238,4.182161343972492,126753.97179816388,False
all_genes,CRIPAK,not an HGNC former symbol,,2117,3.9560480630874744,121101.76396995356,False
all_genes,RP11-369C8.1,not an HGNC former symbol,,457,0.8539980939211033,120870.9608695242,False
all_genes,RP11-22C11.2,not an HGNC former symbol,,2206,4.122362790350008,120698.2639855548,False
all_genes,RP4-639F20.1,not an HGNC former symbol,,2122,3.965391587090987,119627.52082683802,False
all_genes,DGCR5,not an HGNC former symbol,,1904,3.558013940537813,119456.38692264864,False
all_genes,RP11-277P12.20,not an HGNC former symbol,,1959,3.660792704576458,119235.94414091116,False
all_genes,AC009502.4,not an HGNC former symbol,,1902,3.554276530936408,118087.2881473534,False
all_genes,RP11-806H10.4,not an HGNC former symbol,,2069,3.866350232653748,117150.29769813146,False
all_genes,CTD-2020K17.4,not an HGNC former symbol,,2188,4.088726103937361,116267.4897133558,False
all_genes,RP11-635N19.1,not an HGNC former symbol,,2004,3.7448844206080767,115563.33014102736,False
all_genes,RP11-166P13.3,not an HGNC former symbol,,2142,4.002765683105039,115526.2015969364,False
all_genes,RP11-307C12.11,not an HGNC former symbol,,2048,3.827107431838992,114876.24740526556,False
all_genes,RP3-510D11.2,not an HGNC former symbol,,2111,3.9448358342832583,114225.44327522056,False
all_genes,RP11-539I5.1,not an HGNC former symbol,,2107,3.937361015080448,113833.84010769622,False
all_genes,RP11-400N13.3,not an HGNC former symbol,,971,1.8145123614822567,113549.13880121536,False
all_genes,RP11-115J23.1,not an HGNC former symbol,,1722,3.2179096668099336,113325.94885434648,False
all_genes,XXbac-BPG252P9.10,not an HGNC former symbol,,1947,3.6383682469680263,113307.18225298554,False
all_genes,RP11-308N19.1,not an HGNC former symbol,,1221,2.281688561657915,112638.61754534916,False
all_genes,C7orf60,"renamed, current symbol also absent",SAMTOR,2022,3.778521107020724,111734.47365548577,False
all_genes,RP11-1000B6.3,not an HGNC former symbol,,1917,3.5823071029469475,111360.5772446316,False
all_genes,RP11-10A14.4,not an HGNC former symbol,,1918,3.5841758077476498,110067.2494921801,False
all_genes,RP11-734K2.4,not an HGNC former symbol,,2082,3.890643395062882,109555.24285954342,False
all_genes,RP11-110I1.12,not an HGNC former symbol,,1978,3.696298095789808,108443.18280695542,False
all_genes,AC007879.7,not an HGNC former symbol,,1986,3.711247734195429,108063.68919920706,False
all_genes,CTD-2587H24.5,not an HGNC former symbol,,1811,3.384224394072469,108038.40485617435,False
all_genes,CTD-3131K8.2,not an HGNC former symbol,,2031,3.795339450227048,106597.6675302028,False
all_genes,RP11-296O14.3,not an HGNC former symbol,,1830,3.419729785285818,105673.6053454511,False
all_genes,AC020571.3,not an HGNC former symbol,,1436,2.683460093808981,105162.92009546635,False
all_genes,CTD-2538C1.2,not an HGNC former symbol,,1762,3.292657858838039,104183.35370867744,False
all_genes,RP11-81H3.2,not an HGNC former symbol,,1310,2.4480032889204493,101274.30913945987,False
all_genes,AC093901.1,not an HGNC former symbol,,1432,2.6759852746061705,100746.32831782592,False
all_genes,RP4-635E18.8,not an HGNC former symbol,,1651,3.085231625960047,100387.1720019502,False
all_genes,C2orf48,rescued,RRM2,1781,3.32816325005139,99804.0122967674,True
all_genes,SFTA3,not an HGNC former symbol,,1214,2.2686076280529965,99033.67294556912,False
all_genes,RP5-1120P11.1,not an HGNC former symbol,,1858,3.472053519705492,98879.58435403796,False
all_genes,RP11-333E1.1,not an HGNC former symbol,,1858,3.472053519705492,98651.43902503508,False
all_genes,RP11-79P5.9,not an HGNC former symbol,,1711,3.197353914002205,98108.40906570703,False
all_genes,RP11-356I2.4,not an HGNC former symbol,,1721,3.216040962009231,97508.48872034471,False
all_genes,CTD-2078B5.2,not an HGNC former symbol,,1325,2.476033860930989,97414.0003612558,False
all_genes,CTA-384D8.35,not an HGNC former symbol,,1680,3.1394240651804233,96436.54340340674,False
all_genes,RP11-324I22.4,not an HGNC former symbol,,1727,3.227253190813447,96374.17456158006,False
all_genes,RP11-366H4.1,not an HGNC former symbol,,1291,2.412497897707099,96082.06549813788,False
all_genes,RP11-435O5.2,not an HGNC former symbol,,1859,3.473922224506195,95823.7478501102,False
all_genes,RP11-81A22.5,not an HGNC former symbol,,1725,3.223515781212042,95629.36079305597,False
all_genes,AC104655.3,not an HGNC former symbol,,776,1.4501149253452432,94451.1364853503,False
all_genes,RP11-366F6.2,not an HGNC former symbol,,1415,2.644217292994226,93504.52603019918,False
all_genes,CTC-436P18.3,not an HGNC former symbol,,1627,3.040382710743184,92892.46362747844,False
all_genes,RP11-396C23.2,not an HGNC former symbol,,1659,3.100181264365668,92408.38552540482,False
all_genes,RP11-398C13.6,not an HGNC former symbol,,1596,2.982452861921402,90995.48206814734,False
all_genes,AL645728.1,not an HGNC former symbol,,1500,2.80305720105395,90976.476504112,False
all_genes,RP13-516M14.4,not an HGNC former symbol,,1528,2.8553809354736233,90967.6388233186,False
all_genes,AC006273.5,not an HGNC former symbol,,1685,3.1487675891839366,90694.69788928944,False
all_genes,RP11-3B12.5,not an HGNC former symbol,,1053,1.9677461551398725,90453.80086625316,False
all_genes,RP4-625H18.2,not an HGNC former symbol,,1523,2.84603741147011,90444.2267738299,False
all_genes,CTD-2147F2.1,not an HGNC former symbol,,1082,2.021938594360249,89973.39146637911,False
all_genes,RP11-21B23.2,not an HGNC former symbol,,1576,2.9450787659073496,89802.19532929358,False
all_genes,RP11-47I22.2,not an HGNC former symbol,,1565,2.9245230130996207,88149.1183382335,False
all_genes,CTB-55O6.12,not an HGNC former symbol,,1598,2.9861902715228075,87979.88124705073,False
all_genes,RP11-540A21.2,not an HGNC former symbol,,1519,2.8385625922672997,85034.8248949781,False
all_genes,RP11-65I12.1,not an HGNC former symbol,,1476,2.7582082858370867,84142.3566558513,False
all_genes,AC025335.1,not an HGNC former symbol,,1616,3.019826957935455,82961.56294904069,False
all_genes,RP11-572O17.1,not an HGNC former symbol,,1369,2.558256872161905,82371.06875699363,False
all_genes,RP11-548H3.1,not an HGNC former symbol,,1447,2.70401584661671,80333.92450208808,False
all_genes,HIF1A-AS2,not an HGNC former symbol,,910,1.700521368639396,80215.088739613,False
all_genes,RP11-428J1.5,not an HGNC former symbol,,1488,2.780632743445518,78850.85392645425,False
all_genes,RP11-161D15.1,not an HGNC former symbol,,448,0.8371797507147796,78604.71812613355,False
all_genes,RP11-30P6.6,not an HGNC former symbol,,1418,2.6498234073963336,78076.35839614808,False
all_genes,RP11-254F7.4,not an HGNC former symbol,,1312,2.4517406985218546,76610.80383321966,False
all_genes,CTD-2555C10.3,not an HGNC former symbol,,1414,2.642348588193523,76170.26595657172,False
all_genes,RP11-218M22.1,not an HGNC former symbol,,1467,2.741389942630762,76092.23816166428,False
all_genes,RP11-385F7.1,not an HGNC former symbol,,1439,2.689066208211089,74956.67017910682,False
all_genes,RP11-191L17.1,not an HGNC former symbol,,1337,2.4984583185394205,74561.17050799736,False
all_genes,AC104654.2,not an HGNC former symbol,,853,1.594005194999346,74501.95021159865,False
all_genes,RP11-206L10.9,not an HGNC former symbol,,1362,2.5451759385569863,73710.1784108001,False
all_genes,RP11-10C24.1,not an HGNC former symbol,,1395,2.606843196980173,72813.39904574113,False
all_genes,RP11-268J15.5,not an HGNC former symbol,,1300,2.429316240913423,72165.05213752549,False
all_genes,AC002076.10,not an HGNC former symbol,,1224,2.287294676060023,71267.68950626806,False
all_genes,RP11-6F2.5,not an HGNC former symbol,,1498,2.799319791452544,70860.79372935652,False
all_genes,RP11-458F8.4,not an HGNC former symbol,,1390,2.5974996729766597,70640.89255331623,False
all_genes,RP1-43E13.2,not an HGNC former symbol,,1299,2.4274475361127203,70530.54205340351,False
all_genes,RP5-943J3.2,not an HGNC former symbol,,1134,2.119111243996786,70095.0989904395,False
all_genes,CTD-2269F5.1,not an HGNC former symbol,,1277,2.3863360304972625,69678.42003776814,False
all_genes,CTD-2033A16.3,not an HGNC former symbol,,1320,2.4666903369274755,69568.50731085386,False
all_genes,RP4-794H19.1,not an HGNC former symbol,,1192,2.2274961224375387,69522.82464511663,False
all_genes,RP11-597D13.9,not an HGNC former symbol,,1249,2.3340122960775886,68834.10557107444,False
all_genes,RP5-1042K10.10,not an HGNC former symbol,,1222,2.2835572664586175,68443.02022973055,False
all_genes,CTD-2020K17.1,not an HGNC former symbol,,1165,2.1770410928185675,67075.62017985483,False
all_genes,RP11-429J17.2,not an HGNC former symbol,,1271,2.3751238016930465,66709.64819645468,False
all_genes,RP3-416H24.1,not an HGNC former symbol,,1306,2.4405284697176386,66409.61120910323,False
all_genes,GS1-259H13.2,not an HGNC former symbol,,1184,2.212546484031918,66394.08775835278,False
all_genes,RP5-1158E12.3,not an HGNC former symbol,,1226,2.291032085661428,64932.06286793426,False
all_genes,Z83851.4,not an HGNC former symbol,,1255,2.345224524881804,64557.7270304067,False
all_genes,C2orf70,"renamed, current symbol also absent",CIMIP2C,1285,2.4012856689028834,64262.93552426968,False
all_genes,RP11-53M11.3,not an HGNC former symbol,,1165,2.1770410928185675,64018.17552812857,False
all_genes,CTC-241F20.4,not an HGNC former symbol,,1194,2.231233532038944,63813.17692760096,False
all_genes,RP11-30J20.1,not an HGNC former symbol,,872,1.6295105862126962,63009.65983143668,False
all_genes,RP11-359E10.1,not an HGNC former symbol,,1071,2.0013828415525197,62078.79764404709,False
all_genes,RP11-126L15.4,not an HGNC former symbol,,1247,2.3302748864761833,61787.88592968682,False
all_genes,AC004893.11,not an HGNC former symbol,,1081,2.0200698895595464,60539.34535135956,False
all_genes,RP11-560J1.2,not an HGNC former symbol,,1063,1.986433203146899,59311.26477342709,False
all_genes,RP11-553A10.1,not an HGNC former symbol,,779,1.4557210397473512,59171.95682295874,False
all_genes,TMEM133,rescued,ARHGAP42,1146,2.1415357016052172,59137.15267145552,True
all_genes,RP11-98D18.9,not an HGNC former symbol,,1166,2.17890979761927,58570.29255113735,False
all_genes,RP13-270P17.1,not an HGNC former symbol,,1055,1.971483564741278,58488.08589578981,False
all_genes,RP11-196G18.24,not an HGNC former symbol,,975,1.8219871806850672,58195.58631604128,False
all_genes,RP11-67L3.4,not an HGNC former symbol,,1050,1.9621400407377647,57642.726119775296,False
all_genes,RP11-62F24.2,not an HGNC former symbol,,920,1.7192084166464223,57531.74762241022,False
all_genes,RP4-612B15.3,not an HGNC former symbol,,1057,1.975220974342683,57274.2281106229,False
all_genes,RP11-368I7.4,not an HGNC former symbol,,1020,1.9060788967166855,57163.90899199329,False
all_genes,LINC00618,not an HGNC former symbol,,1078,2.0144637751574384,56837.25345822694,False
all_genes,RP11-1103G16.1,not an HGNC former symbol,,1084,2.025676003961654,56264.631696968536,False
all_genes,RNU12,rescued,RNU12-2P,1017,1.9004727823145775,56226.20618993362,False
all_genes,RP11-33O4.1,not an HGNC former symbol,,1014,1.89486666791247,56205.29878700695,False
all_genes,RP4-594I10.3,not an HGNC former symbol,,1017,1.9004727823145775,55942.24416571966,False
all_genes,RP11-263K19.4,not an HGNC former symbol,,1039,1.941584287930036,55042.622042448034,False
all_genes,RP11-2B6.2,not an HGNC former symbol,,992,1.853755162297012,54941.95517928232,False
all_genes,RP11-101E13.5,not an HGNC former symbol,,969,1.8107749518808511,54837.03052516151,False
all_genes,RP11-161M6.2,not an HGNC former symbol,,933,1.7435015790555568,54778.648455538714,False
all_genes,RP11-706O15.3,not an HGNC former symbol,,920,1.7192084166464223,54411.12086743358,False
all_genes,RP11-355B11.2,not an HGNC former symbol,,1012,1.8911292583110648,54061.529008903926,False
all_genes,RP5-821D11.7,not an HGNC former symbol,,968,1.808906247080149,53956.56574529046,False
all_genes,RP11-76C10.5,not an HGNC former symbol,,920,1.7192084166464223,53699.264030864506,False
all_genes,AL354822.1,not an HGNC former symbol,,943,1.762188627062583,53697.0028197434,False
all_genes,MICALCL,rescued,MICAL2,1062,1.9845644983461963,53641.03465089497,True
all_genes,AC062029.1,not an HGNC former symbol,,998,1.864967391101228,52822.390116617375,False
all_genes,RP11-92G12.3,not an HGNC former symbol,,1024,1.913553715919496,52790.03270944557,False
all_genes,RP11-89K21.1,not an HGNC former symbol,,921,1.721077121447125,52329.28930179086,False
all_genes,RP1-102K2.8,not an HGNC former symbol,,810,1.5136508885691329,51680.979458157715,False
all_genes,CTD-2207A17.1,not an HGNC former symbol,,567,1.059555621998393,51282.960215333034,False
all_genes,LL22NC03-86G7.1,not an HGNC former symbol,,957,1.7883504942724198,51015.22524319571,False
all_genes,RP11-649A18.12,not an HGNC former symbol,,917,1.7136023022443143,50877.24848462445,False
all_genes,RP11-69E11.4,not an HGNC former symbol,,929,1.736026759852746,50573.686369944335,False
