ccl_name_norm,cpd_name_norm,rep1,rep2,abs_diff,rel_diff
ncih1299,stf-31,0.7358125,0.923875,0.18806250000000002,1.438573776426359
ncih1299,su11274,0.9867333333333334,1.1326153846153846,0.14588205128205123,0.9621999771618236
ncih1299,sunitinib,0.8343125,0.74075,0.09356249999999999,1.1522137719617702
ncih1299,tacrolimus,0.9296875,0.8815625,0.04812499999999997,0.20519682506389123
ncih1299,tamatinib,0.9206875,1.0260714285714285,0.10538392857142853,0.9585477577260159
ncih1299,tamoxifen,0.8019375,0.9598125,0.157875,1.1790716494158002
ncih1299,tandutinib,1.0700714285714286,1.358090909090909,0.28801948051948045,2.641390427960681
ncih1299,tanespimycin,0.68125,0.9423846153846154,0.26113461538461535,1.6040736234986759
ncih1299,tanespimycin:bortezomib (250:1 mol/mol),0.7826875,0.7363125,0.046374999999999944,0.3962267694401658
ncih1299,tanespimycin:gemcitabine (1:1 mol/mol),0.7070625,0.693375,0.013687500000000075,0.09714540227520685
ncih1299,temozolomide,0.9375,1.1538461538461537,0.21634615384615374,3.4739758741510034
ncih1299,temsirolimus,0.8486875,0.78275,0.0659375000000001,0.4793506154161991
ncih1299,teniposide,0.7484375,0.5720375,0.1764,1.5870965959672367
ncih1299,tg-100-115,0.9248125,0.8796875,0.04512500000000008,0.9278482485199497
ncih1299,tg-101348,0.80375,0.8193571428571429,0.01560714285714293,0.22230160031742593
