drug,n_lines,spearman,pearson,true_std
pf-184,26,-0.35521367521367525,-0.19620542402056468,0.09123042788269188
selumetinib-brd-a02303741 (4-1 mol-mol),27,0.04456654456654456,0.009759325772292687,0.17593667929315804
selisistat,27,0.18253968253968253,0.20696752351967135,0.07261007669808434
nsc 74859,26,-0.11179487179487178,-0.11131393219025211,0.05877094215466985
rigosertib,27,-0.15018315018315015,-0.06515317819151692,0.1911369894139465
brd4132,26,0.24444444444444444,0.23642465475456104,0.08695196967581033
paclitaxel,26,-0.032478632478632474,-0.03189088456189719,0.22400631285927905
navitoclax-mst-312 (1-1 mol-mol),26,-0.17606837606837608,-0.03880471917349962,0.11722173367816607
dbeq,24,-0.24695652173913044,-0.19067517901231287,0.05944314187136994
pdmp,27,0.18986568986568983,0.18011241967082237,0.05175399360964663
azacitidine,27,0.15995115995115994,0.13786689155660503,0.09070494901649932
vandetanib,27,0.03601953601953601,0.06464423450826451,0.07056453591955932
vorapaxar,26,0.0605128205128205,0.08624989103079042,0.06216668128834993
etoposide,26,0.045470085470085464,0.061271640551367045,0.10752611437008276
16beta-bromoandrosterone,27,0.14346764346764346,0.1922245548175973,0.060060058974100834
wp1130,27,0.08058608058608058,0.12427524398377632,0.050704325112695584
fluvastatin,27,-0.08485958485958486,-0.1197929986201053,0.09490772390092866
xl765,26,-0.05367521367521367,-0.029585371255276396,0.05288727992479664
bendamustine,26,0.32717948717948714,0.3045902855578325,0.07400346818990795
tretinoin-carboplatin (2-1 mol-mol),26,-0.005128205128205127,-0.08989432162091564,0.0747496937460396
brd-k51490254,25,0.34384615384615386,0.32874079480771795,0.06588765048138345
brd-k61166597,26,0.347008547008547,0.3013009794783383,0.11468281758957481
am-580,26,0.2916239316239316,0.21058892494605735,0.09388810364965385
compound 1541a,27,0.23809523809523808,0.31155273810677087,0.07419086677430406
serdemetan,26,0.12136752136752137,0.15287737099152693,0.0865868278283287
navitoclax-gemcitabine (1-1 mol-mol),27,0.2026862026862027,0.2179567486410804,0.18452504969518374
aacocf3,27,-0.1111111111111111,-0.15641976337297206,0.09647397987473613
gw-405833,26,0.012649572649572649,-0.034714894198214934,0.06893378683760475
selumetinib-gdc-0941 (4-1 mol-mol),26,0.21777777777777776,0.2603996326909436,0.1195638916235545
purmorphamine,26,0.14393162393162393,0.06009029037124229,0.09260943244818216
ci-976,26,-0.028376068376068375,-0.03414954274454003,0.08677702945996921
kw-2449,26,-0.3264957264957265,-0.2564467882797741,0.0856394447344493
nintedanib,27,-0.2258852258852259,0.0011023628406266472,0.08902969750692923
gossypol,26,-0.1822222222222222,-0.1821073582970667,0.09379998571204345
erlotinib-plx-4032 (2-1 mol-mol),26,-0.016752136752136753,0.02751935491220433,0.12962018271373624
tosedostat,27,-0.2313797313797314,-0.17490794801031428,0.11587341496458528
unc0638-navitoclax (1-1 mol-mol),25,0.2276923076923077,0.09527895081420415,0.12440260263593099
lapatinib,26,-0.5001709401709401,-0.47427190597863,0.10043168640521677
ml210,27,0.19413919413919414,0.07778774179655523,0.16585457106829635
decitabine-navitoclax (2-1 mol-mol),27,-0.3089133089133089,-0.38855819988027157,0.1251864120862573
tacrolimus,27,-0.2875457875457875,-0.22003579903711476,0.07151549905450878
hyperforin,27,0.007936507936507934,-0.03439128268413162,0.06052130047229651
gw-843682x,27,-0.19536019536019533,-0.035151137083250544,0.12222669944615265
tanespimycin-bortezomib (250-1 mol-mol),26,0.07418803418803417,0.07404309818009079,0.13598230513232168
brd-k97651142,25,-0.12692307692307694,-0.14223202844059826,0.1792246120849405
pyr-41,26,0.2656410256410256,0.1768778638250347,0.060576692249650184
cabozantinib,26,0.21435897435897436,0.04816682515255059,0.10693953920385169
mk-1775,27,-0.3455433455433455,-0.22935992336599284,0.11427905319684811
