rep,seed,drug,cell_line,n_cells,r2_confounds,r2_confounds_adj,rho_total_counts,rho_genes_detected,rho_mito_fraction,rho_cell_cycle_G1S,rho_cell_cycle_G2M
X_pca,44,dasatinib,OAW28_OVARY,161,0.04589563502282856,0.015118074862274677,-0.23309466298596737,-0.2195674443863548,0.026043823326432024,0.0194832923327961,0.026811709850619717
X_pca,44,dasatinib,ONCODG1_OVARY,270,0.07748075457827297,0.060008799172558525,-0.04359852520458289,-0.061761315477493056,0.07045150748905257,0.13735260204626887,0.19622396375150475
X_pca,44,dasatinib,OSRC2_KIDNEY,126,0.10698706563693572,0.06977819337180813,-0.2273685789276341,-0.22830514677312094,0.13854968128983877,0.04599938807486185,0.16371727207037295
X_pca,44,dasatinib,OUMS23_LARGE_INTESTINE,107,0.08563726317211373,0.04037178115093121,-0.23360567409236074,-0.19373467773397543,-0.010002155214639786,0.1577086037588413,0.06581779975637417
X_pca,44,dasatinib,OVCAR4_OVARY,283,0.06074832082592718,0.043794319396792236,-0.06458585457752553,-0.0663749729317593,0.20274182498191917,0.06052746874582861,0.13321762988170494
X_pca,44,dasatinib,OVK18_OVARY,178,0.09613213292130762,0.06985690422715962,-0.12324035630423358,0.006951677648699318,-0.042425544908179236,0.2379128525318685,0.2054691481364374
X_pca,44,dasatinib,OVSAHO_OVARY,227,0.13558719487319448,0.11603034407847046,-0.2415223372844806,-0.3044469721942508,0.01648853332895609,-0.10562714337088944,-0.11219151872100412
X_pca,44,dasatinib,OVTOKO_OVARY,209,0.19299702869235924,0.17312010821680157,-0.3811940567289171,-0.38856996386883363,0.07964404017035596,-0.06431874525166885,-0.13044608425487575
X_pca,44,dasatinib,PANC0203_PANCREAS,506,0.0817931058540049,0.07261103691254489,-0.23348931422555164,-0.23070185265871948,0.07318248161322437,-0.07290819020360055,-0.1410007724763978
X_pca,44,dasatinib,PATU8988S_PANCREAS,244,0.1710671978576409,0.15365264319078464,-0.2225175897049702,-0.29272790768014445,-0.05113316729241787,-0.1739201728823306,-0.0952185644236023
X_pca,44,dasatinib,PC3_PROSTATE,169,0.2233711876546074,0.19954821795076105,-0.2888025070890142,-0.3429470724321088,0.24212371339068173,0.0945458026171023,-0.02839382399254804
X_pca,44,dasatinib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.11332527124871172,0.09070601796424005,-0.15066233481667404,-0.1564966086061144,0.28202425418631855,0.10544760068965539,-0.20133369779938398
X_pca,44,dasatinib,PK45H_PANCREAS,271,0.06072983618145711,0.04300775761884312,-0.22406124497462523,-0.21144866856938369,0.10149289728191399,0.0631492630458428,-0.03810213467954713
X_pca,44,dasatinib,PK59_PANCREAS,174,0.10256101712207999,0.07585152358404657,-0.1051157493094906,-0.05379211763488204,0.23354765226800306,0.14649336567419557,-0.05969894256343708
X_pca,44,dasatinib,RCC10RGB_KIDNEY,233,0.08444564201568638,0.06427924646537109,-0.16578205834549498,-0.22962402184655398,-0.08133825131013232,-0.13183823255751456,-0.180264275723573
X_pca,44,dasatinib,RCM1_LARGE_INTESTINE,128,0.05713712577358265,0.01849520469872956,-0.09068279619117377,-0.048005310398104385,-0.024892418970884452,-0.13249385556115267,0.12965018798387967
X_pca,44,dasatinib,RD_SOFT_TISSUE,261,0.10566307642209782,0.08812705831272716,-0.1728727532886522,-0.17714358608223543,0.20031654753950098,0.104696436927038,-0.05373391209726269
X_pca,44,dasatinib,RERFLCAD1_LUNG,243,0.03066635317784072,0.010216276240664346,-0.07539676897874296,-0.11565157794633002,0.13165602037931892,-0.036292382179273906,0.0023638467350875257
X_pca,44,dasatinib,RERFLCAI_LUNG,763,0.1037671891121803,0.09784755363735986,-0.20170358616500977,-0.2235374195549373,0.20290323296984006,0.08851724981277789,-0.12103082519531058
X_pca,44,dasatinib,RT4_URINARY_TRACT,106,0.07634567088376865,0.030162954427957134,-0.06719416377622593,-0.05092589093874873,0.009194649469733229,-0.15760888732146006,0.0034058075063903978
X_pca,44,dasatinib,RVH421_SKIN,239,0.131471312064258,0.11283335738752542,0.061142364895749084,0.03473293673674003,0.2736269821736226,0.2343837935908324,0.22042102556734405
X_pca,44,dasatinib,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.19354652714149256,0.18902604803354128,-0.31992488792409796,-0.33753315511686877,0.18926110620959363,0.03314055041706149,0.10325208815498309
X_pca,44,dasatinib,SCC9_UPPER_AERODIGESTIVE_TRACT,475,0.18209576543165729,0.17337610408231463,-0.31175223866174634,-0.3715432401708329,0.046480049714755986,-0.22472763351640432,-0.2651280268372069
X_pca,44,dasatinib,SH10TC_STOMACH,351,0.06251279257217834,0.048926021450035995,-0.010901184419993664,-0.07768840790007264,-0.11139971139971139,-0.0015954910554228517,-0.10548664094019247
X_pca,44,dasatinib,SKES1_BONE,91,0.12689565637808486,0.07553657734150165,-0.18475871954132825,-0.25026477357676397,0.27849976110845676,-0.11416672307274389,-0.19075641628584003
X_pca,44,dasatinib,SKMEL2_SKIN,276,0.10530460296430699,0.08873616968586817,-0.12837752222574386,-0.14635184167351206,0.31117763730540376,-0.049274629003136027,-0.1360564000497541
X_pca,44,dasatinib,SKMEL30_SKIN,353,0.10942825599983652,0.0965958101208716,-0.11977678394528217,-0.06404978574825992,0.2969411085247951,0.002303886126645777,-0.10945838729585887
X_pca,44,dasatinib,SKMEL5_SKIN,297,0.08760095985856264,0.0719240004059607,0.1457970492377358,0.1749437565861952,0.009535771280737725,0.07720287805123388,0.23855378364721158
X_pca,44,dasatinib,SKNAS_AUTONOMIC_GANGLIA,226,0.06366049138525742,0.04238004800764972,-0.1773114841356828,-0.2312184578906653,0.07640143983990227,0.054916288902705404,-0.054192264649341085
X_pca,44,dasatinib,SNU1079_BILIARY_TRACT,73,0.10152144627847626,0.034470807941049175,-0.21328520301123047,-0.17036899913612247,0.20760829322473162,0.06769202290116363,0.1366325483854385
X_pca,44,dasatinib,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.0942878087421054,0.06940560568556975,-0.20033357022185078,-0.18212988288929444,0.14961522971535487,0.10531325104880482,-0.03909854281295405
X_pca,44,dasatinib,SNU308_BILIARY_TRACT,94,0.1662956035204135,0.1189260355386188,-0.1254059365175849,-0.19531190735202153,0.2392732001589423,0.14296293353727763,-0.06898868611736682
X_pca,44,dasatinib,SNU423_LIVER,212,0.03092952169042662,0.0074083935761165565,-0.026002748135059126,-0.018206120029704502,0.08783326805148158,0.07092777844102859,0.08819068508200088
X_pca,44,dasatinib,SNU449_LIVER,282,0.053795247103350485,0.036653856652324235,-0.13986164040123886,-0.1057773808480025,0.1835114744001535,0.03876586543706723,-0.08136719664498823
X_pca,44,dasatinib,SNU46_UPPER_AERODIGESTIVE_TRACT,236,0.19598663747169343,0.17850808611238234,0.05060004473517234,0.029121267632214214,-0.28226889490429863,0.01581942258092401,0.30426865619912447
X_pca,44,dasatinib,SNU738_CENTRAL_NERVOUS_SYSTEM,379,0.0693493964260452,0.056874187262855425,-0.09316905865907774,-0.10280606208434107,0.1912858222954043,0.031172869015737875,0.05723785230517414
X_pca,44,dasatinib,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.08803699841703105,0.028818621690864132,-0.1678770832458755,-0.1535757016353939,0.08419042021745517,-0.1494818041273574,0.1224129969354771
X_pca,44,dasatinib,SNUC4_LARGE_INTESTINE,467,0.025302617617490974,0.01473106249403644,-0.060205613551163696,-0.04581531929932812,0.07032200505746379,0.05469287801930217,0.06125748346898737
X_pca,44,dasatinib,SQ1_LUNG,238,0.06596912388265141,0.04583914810426026,0.11040757936095816,0.1316171707353582,0.27495383514350613,0.012754844876117787,0.036472654410696526
X_pca,44,dasatinib,SU8686_PANCREAS,82,0.05587937053331116,-0.006233828773707817,-0.1347503836484148,-0.12438915553814173,0.22060055941924883,-0.009185944635228484,-0.04373071544081164
X_pca,44,dasatinib,SW1088_CENTRAL_NERVOUS_SYSTEM,128,0.032005775372352385,-0.007666119079600353,0.20941677348470977,0.20736904600301137,-0.016738005859732646,0.07527567796587933,0.06340709034393842
X_pca,44,dasatinib,SW1271_LUNG,115,0.14557271287424678,0.10637880062077187,-0.19057050422157343,-0.20742999854181227,0.1959046792393277,-0.14426087214534453,-0.07319921565280538
X_pca,44,dasatinib,SW1990_PANCREAS,307,0.08042933659156759,0.06515407640205884,-0.12190306978580594,-0.13303374206939914,0.11525818500334692,0.219208056834868,-0.11728354292196458
X_pca,44,dasatinib,SW579_THYROID,217,0.07917394138751566,0.05735341867158006,-0.130320560699371,-0.12261224384393288,0.0747673539179902,-0.055661479182318334,0.1662715328376398
X_pca,44,dasatinib,T47D_BREAST,221,0.028062141806441065,0.005458935801939679,-0.005984637059779062,-0.009769652984155573,0.10634818281877105,0.076015489156,-0.01959657286500251
X_pca,44,dasatinib,TCCSUP_URINARY_TRACT,316,0.08343069771633338,0.06864732187304856,-0.1883332276420972,-0.2080387402942782,-0.007791931211649298,0.06047422355998975,0.06976754135735694
X_pca,44,dasatinib,TE10_OESOPHAGUS,219,0.21808260928145662,0.19972774095473023,0.27311458178619175,0.2872112136989426,0.014885692414911972,0.15306937944165708,0.36302185073048754
X_pca,44,dasatinib,TE14_OESOPHAGUS,474,0.07889033155559011,0.06904941629443184,-0.24446886665849635,-0.21688670429108328,0.2323011720164007,-0.002194171779455532,-0.0812408985843073
X_pca,44,dasatinib,TE1_OESOPHAGUS,206,0.054824251779137745,0.031194858073616105,-0.04825266741481261,-0.07025376947809915,0.13530665403741418,-0.0071623207704292246,0.05137032960759418
X_pca,44,dasatinib,TE6_OESOPHAGUS,551,0.09878959815392097,0.09052161281588356,-0.2486853447097046,-0.29271273865651687,0.0064500046627403995,-0.11465647141287151,-0.08933067167087423
X_pca,44,dasatinib,TE9_OESOPHAGUS,248,0.14251123986803882,0.12479452994795692,-0.24899021448206302,-0.24330490696164103,0.11926876895068847,-0.29514219841291506,0.04587118069619304
X_pca,44,dasatinib,TM31_CENTRAL_NERVOUS_SYSTEM,116,0.19925712179244848,0.16285971823755974,-0.21887517779571752,-0.28530899152239725,-0.03356783146888095,-0.12984067368398552,-0.3815528214502718
X_pca,44,dasatinib,TOV112D_OVARY,78,0.12757480233211516,0.06698971916073426,0.04467684214519657,0.04204762448073979,0.11599792612450839,0.17454807564984048,-0.30921759813625543
X_pca,44,dasatinib,UACC257_SKIN,239,0.033023230495503264,0.01227265604261707,-0.0853442213705566,-0.10364456883488615,-0.06160296754685138,-0.14811017141983246,-0.09802320815818494
X_pca,44,dasatinib,UMUC1_URINARY_TRACT,197,0.14427447644164915,0.12187328472546188,-0.14983095222399065,-0.22324692187903583,0.2707024664965202,0.10738024857398064,-0.1636877118288331
X_pca,44,dasatinib,VMCUB1_URINARY_TRACT,478,0.036581744846352016,0.026376042990910897,-0.11481459994783283,-0.09671532515907268,-0.054307602827065475,-0.022127245133212268,0.12105167494094098
X_pca,44,dasatinib,VMRCRCZ_KIDNEY,300,0.13921211646599552,0.12457286674602952,-0.3237121491501694,-0.355636060279416,-0.03976355292836587,-0.0329824544250449,-0.11621935319602389
X_pca,44,dasatinib,YD38_UPPER_AERODIGESTIVE_TRACT,624,0.04320917309789818,0.035468146990275895,-0.16699811090244107,-0.15081131828815045,0.1232579330781578,0.031040346331020863,0.02924038423703291
X_pca,44,dasatinib,ZR751_BREAST,309,0.023283779073632993,0.007166349685409079,-0.059829759446323905,-0.05066777217209345,0.10341656464425018,0.04851246946957589,0.06487823434084065
X_pca,44,crizotinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.048677978501014296,0.039387724384813305,0.10341320172105659,0.13140807330154983,0.009963601034809989,0.07695977328737025,0.15021031241283897
X_pca,44,crizotinib,8305C_THYROID,459,0.0695820547702255,0.0593125410259675,-0.044861022695262515,-0.05482960388734648,-0.18623604115400982,0.12002169013619768,0.099808776441378
X_pca,44,crizotinib,A204_SOFT_TISSUE,250,0.017391408471574055,-0.0027440134859757492,-0.06995324725195602,-0.04430862550337907,-0.017761436182978926,0.09521143418907616,0.11425358936126533
X_pca,44,crizotinib,A2058_SKIN,294,0.04763023145503131,0.031096034084458934,8.2638530214727e-06,-0.03001560102946374,0.0600330790035688,-0.09759026486858084,-0.16031279901189338
X_pca,44,crizotinib,A375_SKIN,593,0.052957516393841275,0.04489071500026243,-0.04436940260114654,-0.016607357279709953,0.13744487627286955,0.004209613385873914,0.16142875997570197
X_pca,44,crizotinib,ACCMESO1_PLEURA,162,0.05271644998295133,0.022354797738815102,-0.12094512681335835,-0.11919187642882757,0.16252517426163732,-0.01466784935317028,0.0846674946370946
X_pca,44,crizotinib,ASPC1_PANCREAS,290,0.07231560991448016,0.05598313825804491,-0.2793555230295748,-0.2759315642492352,-0.0032392857186788475,-0.05599697006509981,-0.05062169431603149
X_pca,44,crizotinib,BCPAP_THYROID,152,0.008072380508411636,-0.025897743446779753,-0.005245388500468156,-0.04361892346096807,-0.06666256603722004,0.021483936170192442,-0.02803480430106214
X_pca,44,crizotinib,BFTC909_KIDNEY,379,0.10061816847309102,0.08856211175021023,-0.11134412798578246,-0.1038199330604458,0.2694991656802517,0.039405062698506875,-0.06772713230452458
X_pca,44,crizotinib,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.1132962691611411,0.08140045150506703,-0.06620814262338136,-0.02386833543607094,0.2381357266572193,-0.08646104883436603,0.19239940284902038
X_pca,44,crizotinib,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.06559059525220856,0.042910755331145634,-0.12212391108105812,-0.1668658187358133,0.11702873954808166,-0.1483681804962194,-0.1342905227233411
X_pca,44,crizotinib,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.12350871100275895,0.10539938684992334,-0.12481845889500273,-0.09021562903891352,0.2922146992042874,-0.12714228141439649,0.11133555221930107
X_pca,44,crizotinib,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.07184596358045636,0.009969027819153431,0.018721770551038845,0.053456189983785624,0.25417795844625113,-0.08920505871725383,-0.014171263388117621
X_pca,44,crizotinib,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.050858079132246825,0.03390911625960824,-0.1377490642218069,-0.1366820663589257,0.002323991797676008,0.12872087816155586,-0.14493497426746976
X_pca,44,crizotinib,BT474_BREAST,125,0.07745136830928756,0.038688820759257614,0.08901396161909367,0.09804391438739975,0.007913978494623653,0.14628638841808977,0.22965908901088913
X_pca,44,crizotinib,BT549_BREAST,266,0.07373595162106383,0.05592318145993047,-0.03022918075678341,0.014787379417239946,0.18065993901437927,-0.0887908267961017,0.12878644541165143
X_pca,44,crizotinib,CAKI2_KIDNEY,278,0.03013090500373017,0.012302428992769343,-0.0719438524332076,-0.0891961037464392,0.0790238660358542,-0.042944145354534474,-0.05246354696706714
X_pca,44,crizotinib,CALU6_LUNG,258,0.03810981575247496,0.01902469304915111,-0.00876735722910478,-0.01552440278969753,0.1597308232906821,-0.06287335816785874,0.06955804443439273
X_pca,44,crizotinib,CAMA1_BREAST,291,0.2969488915287599,0.28461466155558024,0.1823568878296095,0.2557708560542097,-0.11742253431962173,0.4184385921218611,0.48220988168768547
X_pca,44,crizotinib,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.10980009731518625,0.07475285705200463,-0.16002183205639606,-0.1863329958203687,0.23447016455657463,0.06324187287435432,0.12238209463045246
X_pca,44,crizotinib,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.06316849851426931,0.04365117556664988,-0.22012826907295707,-0.22466364839337166,0.04027987416947622,-0.050241192304386166,-0.11744978006844511
X_pca,44,crizotinib,COLO741_SKIN,329,0.2315104738818744,0.21961435118654737,0.2050379606478991,0.24315819562100413,-0.12005775749937661,0.1574921263544121,0.47442285602640344
X_pca,44,crizotinib,COLO792_SKIN,271,0.06524613088861486,0.047609265433683046,-0.021120644044282624,-0.044246503009424225,0.20452753056942333,0.03540482783795385,0.059323196362664504
X_pca,44,crizotinib,COV434_OVARY,88,0.0923455951678539,0.03700081438540603,-0.2534077700679793,-0.29793903851438136,0.0066746504173857924,-0.12197688498587438,-0.06488085804355904
X_pca,44,crizotinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.04942009079621246,0.0191468452801683,-0.13661252154443837,-0.15992518314577064,0.19997118171590714,0.10054588783129356,-0.025834018578314098
X_pca,44,crizotinib,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.02982367915719153,0.011518465556383806,-0.14437222135303157,-0.18064163500838915,-0.003879362323034995,-0.033266456338303746,-0.059733831288804634
X_pca,44,crizotinib,EBC1_LUNG,186,0.10374050664420342,0.07884440960654238,-0.2744019506827856,-0.27392852214206775,0.11055205628260657,-0.11833564736976927,-0.12182406475086713
X_pca,44,crizotinib,EFE184_ENDOMETRIUM,86,0.015703198819143838,-0.04581535125465974,-0.013085522902023678,0.05276663993584603,0.013915750742959572,-0.02788837104111135,0.031605413488787364
X_pca,44,crizotinib,EFM192A_BREAST,333,0.18814754222080654,0.17573389607739376,-0.08975653049373253,-0.12103277802841057,0.3155502735980335,-0.10306180513787344,-0.3034418917388052
X_pca,44,crizotinib,EKVX_LUNG,146,0.04093782886334707,0.006685608465609505,-0.05425279732854875,-0.08058041653465867,-0.07101115363481246,0.15024071600200778,0.012906223579988819
X_pca,44,crizotinib,FTC133_THYROID,140,0.07442161597781782,0.039885109111318484,0.04878326119046554,0.010806732887769932,0.06720605278694979,-0.08401977656265645,0.20602918376901672
X_pca,44,crizotinib,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.04245543325466461,0.016575850369655476,0.04704724400973672,0.004611304887358283,0.15268496831082942,0.019152183694294896,0.02781505712465354
X_pca,44,crizotinib,HCC1428_BREAST,127,0.1186851865715608,0.08226721907451784,-0.023815382452193473,0.03733143512512804,0.21995688038995126,0.16795898938189968,0.05351030469702494
X_pca,44,crizotinib,HCC366_LUNG,202,0.09134131686596136,0.06816124841866444,-0.0522027719278067,-0.08546780825646562,0.25346199791657714,0.028387690417593946,-0.006623738667028413
X_pca,44,crizotinib,HCC38_BREAST,200,0.14252078508521493,0.12042080531936994,0.06447611190279758,0.09458596934728383,0.19142278556963926,-0.05560374456861577,-0.25030404102367154
X_pca,44,crizotinib,HCC56_LARGE_INTESTINE,99,0.0706777109447807,0.020714147017080742,-0.012294372294372295,-0.04128053136106522,0.2550773036487322,0.08131750562038138,0.03944996397786293
X_pca,44,crizotinib,HDQP1_BREAST,64,0.03412576857390326,-0.04913925137662223,-0.0032967032967032963,0.010760073260073258,0.05746336996336997,-0.023786902324158293,0.15222418099641777
X_pca,44,crizotinib,HEC151_ENDOMETRIUM,250,0.042548297321662654,0.022928385381532856,-0.026296361790690594,-0.006889083452388165,-0.09740277444439109,0.11944696822537372,0.10015857561137798
X_pca,44,crizotinib,HEC251_ENDOMETRIUM,107,0.08525438814932884,0.03996995191909758,0.1938179475944497,0.2561184979104497,0.03336664119594819,0.002865476881556813,0.050736084682334134
X_pca,44,crizotinib,HEC6_ENDOMETRIUM,161,0.08412009278568089,0.05457557964973514,-0.12009719346675869,-0.1494556211751272,0.046874281113411555,-0.05724526826220885,0.15113150212697576
X_pca,44,crizotinib,HEP3B217_LIVER,118,0.07595961089978431,0.034707807814953306,-0.029512196012694523,-0.037353278455281275,0.17200048207027271,-0.18460504644104783,-0.07008317583897282
X_pca,44,crizotinib,HMC18_BREAST,293,0.08477451478214648,0.06882981991772397,-0.1394275592186433,-0.09771775240304692,0.1705721327289156,-0.06379527043369483,-0.0932018584843097
X_pca,44,crizotinib,HOS_BONE,829,0.062469518025444204,0.05677370707784668,-0.20928886393496157,-0.22192700664269793,0.07177063001047036,-0.030235386536242678,0.0365646810330729
X_pca,44,crizotinib,HS852T_SKIN,162,0.18276152885526165,0.15656798811344308,0.06228821512897267,0.07429068618181794,0.16283848532448156,-0.13444639284908028,0.2980425087504379
X_pca,44,crizotinib,HT1080_SOFT_TISSUE,516,0.06480039193463627,0.05563176832615235,0.10305707639946687,0.0883514659461844,0.2547388344710635,-0.052724331686344,0.008979554724353961
X_pca,44,crizotinib,HT1197_URINARY_TRACT,74,0.08853530387496433,0.02151584092459402,-0.006086634579785264,0.1175573310460295,-0.03653461680858941,0.12533135875601628,0.27283228433913365
X_pca,44,crizotinib,HT55_LARGE_INTESTINE,211,0.057885290779724374,0.03490688323776636,-0.010775283913082358,-0.0033967417339378697,-0.13099474968383135,-0.1745867349620442,0.033676851053287216
X_pca,44,crizotinib,HUH28_BILIARY_TRACT,139,0.07691218471284145,0.04220963526595578,-0.24730578589964258,-0.21714354656560597,0.036284016265248666,0.1755469784471369,-0.013077021039893758
X_pca,44,crizotinib,HUH6_LIVER,338,0.05032398386232251,0.0360216342216948,-0.08100904821605358,-0.07863379793332523,-0.04600113523198527,0.14101430994178313,0.03793200214937287
X_pca,44,crizotinib,HUPT3_PANCREAS,136,0.1301565710632171,0.09670105456564848,0.10361623968322121,0.06926459590925943,0.03562807117981012,0.20850135552009832,-0.08865999792477793
X_pca,44,crizotinib,HUPT4_PANCREAS,56,0.06995433556822883,-0.023050230874948285,-0.14285714285714288,-0.07969924812030076,0.08209159261790841,-0.21578947368421053,-0.057280541370997765
X_pca,44,crizotinib,IALM_LUNG,322,0.04870365272389354,0.03365149533028433,-0.1426966945374055,-0.09713332855903033,-0.08866652373218585,0.07798009616510163,0.045958258975596196
X_pca,44,crizotinib,IGR1_SKIN,725,0.03633593653982159,0.02963451746151713,-0.02921761581203735,-0.049561534470819464,0.12381360419547531,0.07280640895687086,-0.11802456007325991
X_pca,44,crizotinib,IGR37_SKIN,347,0.05400306507848063,0.040132142279044825,-0.1285488591486648,-0.16825509362016947,0.006360506841580125,0.04031145189062436,-0.11981206221367074
X_pca,44,crizotinib,IM95_STOMACH,185,0.0763102542776305,0.050508864732312864,-0.18674424775406542,-0.19688193120797354,0.018031916909897274,0.12436927646145852,0.13695014773942898
X_pca,44,crizotinib,JHH6_LIVER,206,0.08656928479430581,0.06373351691416351,0.0019184128856955251,0.02212601519322487,0.19371145589885616,-0.14432461111802308,0.13962436780681733
X_pca,44,crizotinib,JHOC5_OVARY,145,0.11003388450320695,0.07802071488102003,-0.10405851840120611,-0.037155748877343575,0.33037316957959373,-0.03110158499651719,0.08318858750532936
X_pca,44,crizotinib,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.03457456763372335,0.017457095428647484,-0.02355433143272249,-0.024055970262695438,0.15819799942932697,0.05621390430217039,-0.0125852180391366
X_pca,44,crizotinib,KMRC3_KIDNEY,245,0.02509695414830182,0.00470149293801525,-0.007661836351923687,0.01879700168425205,-0.0007474561195929794,-0.06743970612522333,0.15239558600434597
X_pca,44,crizotinib,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.06127335991122573,0.032998461113371014,-0.17761664910671202,-0.21014041159672742,0.046438518665261073,-0.10027203809303546,-0.05806676799925463
X_pca,44,crizotinib,KPL1_BREAST,276,0.053755469024869384,0.0362324221549597,0.07463421963645282,0.1032072785585399,0.06419486023315878,0.02409992363111396,0.17023126740396988
X_pca,44,crizotinib,KPNSI9S_AUTONOMIC_GANGLIA,129,0.05039473221647084,0.01179289206266887,-0.20074463743961632,-0.2065890817427109,0.032222719141323804,0.02406654777848306,-0.0005590355518681049
X_pca,44,crizotinib,KYSE520_OESOPHAGUS,323,0.16088691297979707,0.14765169078704943,-0.17004490037743278,-0.2049199154750494,0.33008316471770505,0.0576934273716669,-0.02973250591009781
X_pca,44,crizotinib,LI7_LIVER,196,0.023155507112525897,-0.002550926910828588,-0.1361809147339376,-0.08242385026101771,0.11856975511797849,0.02424934027615021,-0.07122960620755814
X_pca,44,crizotinib,LMSU_STOMACH,255,0.07294768225307713,0.054332173864584776,-0.11912416049096804,-0.18314675941826652,0.07383626679018065,-0.12346678366797928,-0.049200879679679156
X_pca,44,crizotinib,LNCAPCLONEFGC_PROSTATE,129,0.0397139642934895,0.0006779465818427255,0.11494297853309485,0.1243209474522506,-0.057854427549194995,-0.1334430917310192,-0.09631226015322236
X_pca,44,crizotinib,LS1034_LARGE_INTESTINE,146,0.01816900858544801,-0.01689638396507176,-0.05671874593309098,-0.10161916624098481,-0.04905478488041414,-0.047657378961633565,-0.017163558962973512
X_pca,44,crizotinib,LS180_LARGE_INTESTINE,361,0.03925576192625235,0.025724152939298195,0.024291537217571404,0.05605560374302035,0.01176316044545793,0.09149706787760471,0.20477690818630606
X_pca,44,crizotinib,MCF7_BREAST,143,0.06603669989717931,0.03195044806860914,0.060010998391280074,0.0611890623017329,0.14596670934699105,0.0641687528236003,0.08065596712062731
X_pca,44,crizotinib,MDAMB361_BREAST,135,0.04441961274991679,0.007381613244099583,0.04988549869661382,0.02410525930892449,0.15636035508730856,0.008135801550832248,-0.14215824952631861
X_pca,44,crizotinib,MFE319_ENDOMETRIUM,191,0.03944641125523163,0.013485503451318936,-0.125089556351612,-0.12886147847476825,0.09840348580876274,0.06552783464777052,0.08884451241618016
X_pca,44,crizotinib,MKN45_STOMACH,118,0.05400433086578604,0.01177238135086578,-0.19681979701919883,-0.20391609770739774,0.04824719979256371,0.08193473343120754,0.10807583167147915
X_pca,44,crizotinib,MKN7_STOMACH,258,0.10273630194824923,0.08493345079642878,-0.08270220658239842,-0.14134177717612625,0.11043742787476385,-0.1307157230436937,-0.2248449490056134
X_pca,44,crizotinib,MSTO211H_PLEURA,297,0.061899814092344796,0.04578125419702428,0.018913287018709694,-0.004497870960420606,0.11784588126870006,0.13400440008295564,0.17065195820441484
X_pca,44,crizotinib,NCIH1299_LUNG,534,0.060010854854336215,0.051109442495002266,-0.058879675180751385,-0.05191569336435697,0.20783181392181935,-0.020612033661288946,0.09962062945631199
X_pca,44,crizotinib,NCIH1373_LUNG,164,0.1639472142010221,0.13748984756181393,-0.330281943521592,-0.31314231923949803,0.18017493504550217,0.013486141812928844,-0.029875130335049703
X_pca,44,crizotinib,NCIH1435_LUNG,267,0.1201637676593954,0.10330866742298528,0.24134271680821232,0.2338500597596342,0.24153051611670068,-0.026170212296532942,0.2419251703373935
X_pca,44,crizotinib,NCIH1792_LUNG,111,0.10752564048817037,0.06502686146379744,-0.14961389961389962,-0.11765170444953228,0.0017813267813267812,0.07214828042374419,0.18106911023411326
X_pca,44,crizotinib,NCIH1944_LUNG,414,0.025394422415412676,0.013450726611680008,-0.05778499993975397,-0.05244127728710666,0.12636908302755184,-0.031197488331163002,0.11713446478658293
X_pca,44,crizotinib,NCIH2087_LUNG,219,0.07489790978368815,0.05318189827626296,0.04081141842272221,0.02715335880931351,-0.0711883190329841,-0.03945886164932793,-0.17077832031267276
X_pca,44,crizotinib,NCIH2110_LUNG,1990,0.1024179403401112,0.10015588877846826,-0.18084834238396155,-0.20087652496174752,-0.15508819914460573,-0.04770288859881093,0.08817523296029925
X_pca,44,crizotinib,NCIH2126_LUNG,264,0.02248615863249881,0.003542091939330305,0.14010072134115736,0.1389991821491393,-0.07735522960431489,0.12061717162887742,0.058454214821953246
X_pca,44,crizotinib,NCIH2170_LUNG,142,0.14082556018042114,0.10923826459881902,-0.2555813663517336,-0.30912908721972976,-0.040585425961512274,0.22461959517285904,-0.17920953917766044
X_pca,44,crizotinib,NCIH2228_LUNG,367,0.07021296534128574,0.05733502857315942,-0.023266250033077446,0.015068810325304504,0.12700475431199396,-0.09469177460740527,0.08107824826913769
X_pca,44,crizotinib,NCIH226_LUNG,235,0.07518311395952892,0.05499060553069768,0.10665303089917222,0.08238803237562363,0.0377735859524536,0.19197030329498105,0.2802267012717951
X_pca,44,crizotinib,NCIH2444_LUNG,237,0.05433371628349182,0.03386474910348081,-0.02946855635624771,-0.038637720941032974,0.030156366344005956,-0.027599458314572056,0.18482310814030004
